domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
DC-SIGN,0.0742153433048124,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,34820
DC-SIGN,-0.240752106639995,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,42331
DC-SIGN,0.0983833058861302,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,26861
DC-SIGN,-0.0411371917083504,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,41249
DC-SIGN,0.427389109481141,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,33081
DC-SIGN,0.280066492291058,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,29652
DC-SIGN,-0.0509413586544014,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,16274
DC-SIGN,-0.0266589772898256,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,9561
DC-SIGN,0.160695448682855,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,40180
DC-SIGN,-0.248502401447299,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,30372
DC-SIGN,0.159021127565151,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,46859
DC-SIGN,-0.220551141948934,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,18626
DC-SIGN,0.0742153433048124,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,29593
DC-SIGN,-0.240752106639995,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,67433
DC-SIGN,0.0983833058861302,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,22581
DC-SIGN,-0.0411371917083504,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,43815
DC-SIGN,0.427389109481141,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,44755
DC-SIGN,0.280066492291058,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,64016
DC-SIGN,-0.0509413586544014,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,23681
DC-SIGN,-0.0266589772898256,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,13328
DC-SIGN,0.160695448682855,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,21499
DC-SIGN,-0.248502401447299,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,41770
DC-SIGN,0.159021127565151,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,25113
DC-SIGN,-0.220551141948934,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,26964
HAVCR2,0.0024971873375234,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,21643
HAVCR2,-0.0239543155079516,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,24178
HAVCR2,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,25824
HAVCR2,-0.0642982190886952,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,5989
HAVCR2,0.067374310446345,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,10229
HAVCR2,0.0024971873375234,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,29792
HAVCR2,-0.0239543155079516,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,19318
HAVCR2,-0.0620102801392888,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,10801
HAVCR2,-0.0642982190886952,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,10944
HAVCR2,-0.0599648921292059,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,11014
HAVCR2,0.067374310446345,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,9312
HAVCR2,0.0024971873375234,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,29312
HAVCR2,-0.0239543155079516,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,22814
HAVCR2,-0.0620102801392888,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,10268
HAVCR2,-0.0642982190886952,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,15519
HAVCR2,-0.0599648921292059,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,11119
HAVCR2,0.067374310446345,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,13956
HAVCR2,0.0024971873375234,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,17152
HAVCR2,-0.0239543155079516,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,25485
HAVCR2,-0.0620102801392888,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,21180
HAVCR2,-0.0642982190886952,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,17345
HAVCR2,-0.0599648921292059,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,16266
HAVCR2,0.067374310446345,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,16772
HAVCR2,0.0023462475446928,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,20772
HAVCR2,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,18419
HAVCR2,0.162784794429674,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,18289
HAVCR2,0.174526747837808,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,17465
HAVCR2,-0.090352432199707,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,13907
HAVCR2,0.0023462475446928,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,9254
HAVCR2,0.162784794429674,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,5270
HAVCR2,0.174526747837808,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,16939
HAVCR2,0.170514146106379,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,29935
HAVCR2,-0.090352432199707,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,12737
HAVCR2,0.0023462475446928,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,32975
HAVCR2,0.162784794429674,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,16095
HAVCR2,0.174526747837808,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,17224
HAVCR2,0.170514146106379,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,22157
HAVCR2,-0.090352432199707,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,14107
HAVCR2,0.0023462475446928,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,42722
HAVCR2,0.162784794429674,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,22181
HAVCR2,0.174526747837808,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,22360
HAVCR2,0.170514146106379,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,19302
HAVCR2,-0.090352432199707,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,20240
HAVCR2,-0.20897713372124,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,9862
HAVCR2,0.1131566726254,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,23722
HAVCR2,-0.0260423136181363,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,15262
HAVCR2,-0.100693127679371,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,20717
HAVCR2,-0.0001068239533804,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,10909
HAVCR2,0.0923915688355758,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,29390
HAVCR2,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,18800
HAVCR2,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,21213
HAVCR2,-0.0344070001251429,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,13973
HAVCR2,-0.20897713372124,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,13221
HAVCR2,0.1131566726254,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,24729
HAVCR2,-0.0260423136181363,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,16138
HAVCR2,-0.100693127679371,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,17965
HAVCR2,-0.0001068239533804,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,14706
HAVCR2,0.0923915688355758,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,18961
HAVCR2,-0.0344070001251429,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,9925
HAVCR2,-0.20897713372124,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,18109
HAVCR2,0.1131566726254,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,17023
HAVCR2,-0.0260423136181363,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,4526
HAVCR2,-0.100693127679371,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,20183
HAVCR2,-0.0001068239533804,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,18634
HAVCR2,0.0923915688355758,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,37830
HAVCR2,-0.0344070001251429,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,58
HAVCR2,-0.20897713372124,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,31570
HAVCR2,0.1131566726254,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,14277
HAVCR2,-0.0260423136181363,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,27554
HAVCR2,-0.100693127679371,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,24306
HAVCR2,-0.0001068239533804,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,16410
HAVCR2,0.0923915688355758,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,24435
HAVCR2,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,10461
HAVCR2,-0.0344070001251429,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,16100
HAVCR2,-0.362412476625122,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,8499
HAVCR2,0.007500135021369,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,6422
HAVCR2,-0.174753861802339,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,11472
HAVCR2,-0.29782359441348,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,6003
HAVCR2,-0.0232245886568345,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,15249
HAVCR2,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,9554
HAVCR2,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,27892
HAVCR2,0.0562838840668624,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,12465
HAVCR2,-0.210543543044464,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,8918
HAVCR2,-0.13339851738462,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,16722
HAVCR2,-0.362412476625122,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,11085
HAVCR2,0.007500135021369,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,34044
HAVCR2,-0.0774929046727388,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,9760
HAVCR2,-0.174753861802339,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,16622
HAVCR2,-0.29782359441348,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,12796
HAVCR2,-0.0232245886568345,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,20336
HAVCR2,0.0562838840668624,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,10148
HAVCR2,-0.0686575649599502,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,17989
HAVCR2,-0.210543543044464,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,9224
HAVCR2,-0.0275300540218434,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,12954
HAVCR2,-0.13339851738462,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,8704
HAVCR2,-0.362412476625122,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,17744
HAVCR2,0.007500135021369,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,20310
HAVCR2,-0.0774929046727388,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,10450
HAVCR2,-0.174753861802339,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,22450
HAVCR2,-0.29782359441348,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,25239
HAVCR2,-0.0232245886568345,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,34464
HAVCR2,-0.0396748385062153,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,11542
HAVCR2,0.0562838840668624,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,4983
HAVCR2,-0.0686575649599502,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,18319
HAVCR2,-0.210543543044464,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,16780
HAVCR2,-0.0275300540218434,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,20135
HAVCR2,-0.13339851738462,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,14838
HAVCR2,-0.362412476625122,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,49300
HAVCR2,0.007500135021369,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,37615
HAVCR2,-0.0774929046727388,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,21285
HAVCR2,-0.174753861802339,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,36063
HAVCR2,-0.29782359441348,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,47615
HAVCR2,-0.0232245886568345,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,32555
HAVCR2,-0.0396748385062153,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,15686
HAVCR2,0.0562838840668624,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,9379
HAVCR2,-0.0686575649599502,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,22971
HAVCR2,-0.210543543044464,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,25908
HAVCR2,-0.0275300540218434,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,24676
HAVCR2,-0.13339851738462,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,17401
ICOS,0.134161012794925,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,155824
ICOS,0.100984850501576,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,178777
ICOS,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,158041
ICOS,-0.203783576867189,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,30810
ICOS,-0.179931374126128,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,17141
ICOS,0.134161012794925,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,187605
ICOS,0.100984850501576,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,69699
ICOS,0.118246358372655,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,76408
ICOS,-0.203783576867189,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,41854
ICOS,0.0700019342007587,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,108782
ICOS,-0.179931374126128,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,34536
ICOS,0.134161012794925,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,188716
ICOS,0.100984850501576,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,70740
ICOS,0.118246358372655,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,79058
ICOS,-0.203783576867189,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,65053
ICOS,0.0700019342007587,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,90994
ICOS,-0.179931374126128,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,39966
ICOS,0.134161012794925,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,87384
ICOS,0.100984850501576,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,130233
ICOS,0.118246358372655,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,79382
ICOS,-0.203783576867189,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,117031
ICOS,0.0700019342007587,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,98442
ICOS,-0.179931374126128,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,67291
ICOS,-0.154339921087458,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,75977
ICOS,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,117212
ICOS,0.200244303406738,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,47164
ICOS,0.110851947130215,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,46860
ICOS,0.0324973555980112,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,58657
ICOS,-0.154339921087458,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,33780
ICOS,0.200244303406738,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,59048
ICOS,0.110851947130215,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,45680
ICOS,0.0686708670645336,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,81910
ICOS,0.0324973555980112,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,39165
ICOS,-0.154339921087458,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,99617
ICOS,0.200244303406738,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,104473
ICOS,0.110851947130215,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,60850
ICOS,0.0686708670645336,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,90320
ICOS,0.0324973555980112,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,41217
ICOS,-0.154339921087458,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,244720
ICOS,0.200244303406738,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,69982
ICOS,0.110851947130215,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,64781
ICOS,0.0686708670645336,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,78334
ICOS,0.0324973555980112,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,59365
ICOS,0.0235118051232398,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,78686
ICOS,0.0947583769675739,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,135554
ICOS,-0.0110042758555578,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,110128
ICOS,-0.122553773614752,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,117714
ICOS,0.015336649953453,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,53391
ICOS,-0.0752458720917949,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,93928
ICOS,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,408912
ICOS,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,133547
ICOS,-0.633795535993768,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,37138
ICOS,0.0235118051232398,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,123566
ICOS,0.0947583769675739,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,72617
ICOS,-0.0110042758555578,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,125644
ICOS,-0.122553773614752,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,135191
ICOS,0.015336649953453,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,87141
ICOS,-0.0752458720917949,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,112416
ICOS,-0.633795535993768,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,62862
ICOS,0.0235118051232398,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,133454
ICOS,0.0947583769675739,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,100055
ICOS,-0.0110042758555578,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,72416
ICOS,-0.122553773614752,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,107018
ICOS,0.015336649953453,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,88841
ICOS,-0.0752458720917949,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,200559
ICOS,-0.633795535993768,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,4562
ICOS,0.0235118051232398,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,143350
ICOS,0.0947583769675739,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,68340
ICOS,-0.0110042758555578,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,164494
ICOS,-0.122553773614752,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,159421
ICOS,0.015336649953453,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,83513
ICOS,-0.0752458720917949,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,133390
ICOS,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,74952
ICOS,-0.633795535993768,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,109198
ICOS,0.265446575996172,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,77916
ICOS,0.0269730294915977,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,23927
ICOS,-0.0590940230862367,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,100349
ICOS,0.08994680480642,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,51495
ICOS,0.516263217241195,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,236486
ICOS,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,475223
ICOS,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,175480
ICOS,-0.115838034992981,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,69710
ICOS,-0.293985619059232,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,64784
ICOS,-0.272217863395489,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,63038
ICOS,0.265446575996172,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,81739
ICOS,0.0269730294915977,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,164822
ICOS,0.107019488632788,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,72197
ICOS,-0.0590940230862367,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,90495
ICOS,0.08994680480642,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,83220
ICOS,0.516263217241195,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,111716
ICOS,-0.115838034992981,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,95756
ICOS,0.144570779564297,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,127340
ICOS,-0.293985619059232,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,40179
ICOS,0.117408405533682,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,76099
